Pedestrian_ID,Gender,Age,Group,Vehicle_Type,Lag_Gap,Vehicle_Speed,Vehicle_Gap,Waiting_Time,Pedestrian_Speed,Vehicle_Encountered,Path_Change,Predicted_Probability,Speed_Change_Simulated
47,Male,Middle,Two,Three-wheeler,Lag,30.907140200886065,4.2373588948041965,16.102870934597146,0.5773574341737162,8,0,0.5661894671849357,1
48,Male,Young,More,Three-wheeler,Lag,14.787902510165171,5.16678811639951,9.91513737017073,1.5605829799179323,6,0,0.11776629816127264,0
49,Male,Young,Single,Two-wheeler,Lag,9.886892284004228,4.861107349462503,23.69178970907302,0.9780357390252888,1,0,0.5781691267709409,1
50,Female,Middle,Two,Four-wheeler,Lag,29.17141031786361,5.250074888970739,9.513580285379348,1.6760735451738478,1,0,0.31795199649169703,0
51,Male,Young,More,Four-wheeler,Lag,17.182066199878502,6.000390867153936,16.8015386674619,1.4571973764189576,12,0,0.15476223381238619,0
52,Female,Young,More,Three-wheeler,Gap,18.505154139057474,2.94186408496148,10.921574541283062,1.408723567826548,8,0,0.02781178026289034,0
53,Male,Middle,Single,Three-wheeler,Lag,12.255227054627792,2.570791751821078,6.5621177021485035,1.574367324006638,8,0,0.2613482190736608,0
54,Male,Young,Two,Three-wheeler,Lag,18.659408486611763,2.3808795884248566,13.348432567886732,0.6693463886467066,12,0,0.25320894360901713,0
55,Male,Young,More,Two-wheeler,Lag,30.6776060627921,3.9276020202996693,10.578572797863327,0.9585079706713887,6,0,0.05804605187057437,0
56,Male,Young,Two,Heavy,Lag,22.860815988540843,4.102459912074463,7.090194052013722,1.263250967809847,1,0,0.2155529046455479,0
57,Male,Young,Single,Three-wheeler,Lag,19.6510268421663,1.9657362938286524,9.133348004923366,1.5895043768004216,9,1,0.8039173682002567,1
58,Male,Young,Single,Two-wheeler,Gap,17.20535084460253,4.6498262579203615,5.100249661922121,1.7158406762024299,2,0,0.10768718555316173,0
59,Female,Middle,More,Two-wheeler,Lag,18.102934922422314,4.483029692936898,27.10670306521996,1.1052291932199698,8,0,0.15763049450108846,0
60,Female,Elder,Single,Four-wheeler,Lag,21.60144327518883,3.9288423447970464,13.613124190573409,1.615907299451016,5,1,0.7149612267211063,1
61,Male,Young,Single,Four-wheeler,Lag,16.32694686866312,3.335313018837924,5.377340309273249,0.9062764667151888,0,0,0.20204373704269582,0
62,Male,Elder,Single,Two-wheeler,Lag,14.286828377626678,2.3274745900543805,16.113471069750958,0.6842365782976526,1,0,0.15797967368905655,0
63,Male,Middle,More,Two-wheeler,Lag,22.896154927391468,3.5479477674489273,12.857801885300445,0.9412412035726017,5,0,0.057525532394904884,0
64,Male,Middle,Two,Three-wheeler,Lag,26.31098529545451,2.3533482485202195,15.184361246665695,1.8416774666497724,7,0,0.4971743187900967,0
65,Male,Middle,More,Two-wheeler,Gap,27.23916139908456,3.8539697625159595,12.548615466643682,1.288678803354351,2,0,0.042171056499541164,0
66,Male,Middle,Two,Four-wheeler,Lag,25.620670593777675,2.9360487062346725,2.8069972469360795,1.217595222260784,2,0,0.13581159078732033,0
67,Male,Middle,More,Two-wheeler,Lag,20.448725604461078,2.7156463622630307,5.961523422092058,1.5387156123083163,5,0,0.02466573963106122,0
68,Male,Young,More,Three-wheeler,Lag,24.513500189282695,3.351932504241794,16.210355781686147,0.5042306684192075,10,0,0.14508274655683012,0
69,Female,Middle,Single,Three-wheeler,Gap,28.121817456863063,3.777970265399388,15.879012365370398,0.7511449898671323,10,1,0.8146215244770393,0
70,Male,Young,Two,Three-wheeler,Lag,9.169914571547242,3.123501943691019,15.868273681156044,0.7174314292031279,8,0,0.3019381163731948,0
71,Male,Young,Single,Three-wheeler,Lag,18.775142266734296,5.702043214646295,1.5081937922361917,0.7569769563250284,5,1,0.7696734111184435,0
72,Male,Middle,More,Two-wheeler,Lag,15.401190763775082,1.1316688533427963,17.108415296852836,1.1861755077204144,5,0,0.04560324529195975,0
73,Male,Child,Single,Three-wheeler,Lag,34.6950961816206,5.182851950708137,10.078393864875025,0.9846285955157821,3,0,0.4765177531512809,1
74,Male,Young,Two,Two-wheeler,Gap,28.251530177686377,1.0253793143732235,14.589660356778616,1.6030708044246738,2,0,0.12090829981447011,0
75,Female,Young,More,Two-wheeler,Lag,24.777003824993315,2.598780530680436,7.233525148168374,1.6961810988790385,0,0,0.02324562892146493,0
76,Male,Young,Single,Heavy,Lag,17.01974700907074,6.619410676894646,16.228755230687135,1.9075009497257673,11,0,0.6177799241824465,0
77,Male,Middle,More,Three-wheeler,Lag,29.317980355666997,4.26902005497972,26.188632769678314,0.872664359090525,6,0,0.5135678785333978,1
78,Male,Middle,Single,Three-wheeler,Lag,9.654012367685597,3.98080297001993,6.9001140390881055,1.2418560702642765,0,0,0.3486894961644646,0
79,Male,Young,Single,Two-wheeler,Gap,15.078342600327078,4.261675845528393,16.58006640201407,0.610562881489022,6,0,0.19358653840172846,0
80,Male,Young,Two,Four-wheeler,Lag,21.68414326073172,3.2513313040646095,12.912903663722261,0.9325061686087787,3,0,0.27572136297525535,0
81,Male,Young,Single,Heavy,Lag,24.59480653329427,4.4877820033613505,7.25163566795862,1.3717651841783567,5,0,0.3350161146128985,0
82,Male,Young,Two,Four-wheeler,Lag,26.698452207062537,2.333201406618968,7.627116141041654,1.1511218522340336,8,0,0.15675436355723768,0
83,Male,Middle,More,Four-wheeler,Lag,17.094239131576597,4.528633075260231,15.378129826406498,1.4663831070488091,10,0,0.11497431986097473,0
84,Female,Middle,Single,Four-wheeler,Lag,18.467086958517605,5.413870366684753,7.451111083362962,1.6965429290453666,8,0,0.26041764140940704,0
85,Female,Young,Two,Three-wheeler,Lag,19.383334702930284,4.833041159153534,2.465889630730519,0.6356862901977322,12,0,0.09515937404729781,0
86,Female,Young,More,Four-wheeler,Lag,9.475970267937,4.311981628172204,19.1665515092239,1.9567433776721113,3,0,0.10771845182487813,0
87,Male,Elder,More,Four-wheeler,Gap,26.16828512761244,4.003364758623016,12.627523051097237,0.5951979792476645,8,1,0.16087659895589246,0
88,Male,Middle,Single,Two-wheeler,Gap,17.679790151056558,3.5950158065093967,15.972740385394715,2.215864755496857,12,0,0.2321956285075251,0
89,Female,Young,More,Three-wheeler,Lag,15.305538399647773,3.2107565165295298,12.8819124684534,1.399132371822656,4,0,0.07300117576325556,0
90,Male,Young,Single,Three-wheeler,Gap,18.73340674226967,4.876915437328613,11.374631676127377,0.597424651426679,10,1,0.7718130444398538,1
91,Female,Child,Two,Two-wheeler,Lag,23.128361780484266,3.9904920056166593,16.23941691506873,1.118427676987963,13,0,0.08487492391339424,0
92,Male,Elder,Two,Four-wheeler,Gap,26.349172690482927,3.3331347479267985,2.022361779653046,0.9562532703008557,8,0,0.02803286777771868,0
93,Male,Young,More,Two-wheeler,Gap,15.618276486215063,4.490206917193852,7.932261612314782,1.6240383981861615,2,0,0.019547292540514898,0
94,Male,Young,Single,Four-wheeler,Lag,14.752737125896028,1.7157304976421532,13.32186051344143,0.9132803896274313,3,0,0.27397983110885354,1
95,Male,Elder,Single,Heavy,Lag,28.886643788901516,4.613269143135075,22.403362787485605,1.6721604431268753,8,0,0.6379223802684006,1
96,Male,Middle,More,Three-wheeler,Lag,20.735211571397,4.602348266853282,9.319624344089146,1.023383718839757,11,1,0.4703971292369843,0
97,Male,Young,Single,Three-wheeler,Lag,18.09889396946867,2.6448172843636932,25.167567777889364,2.313774256729635,0,0,0.8485730256564817,1
98,Female,Young,Two,Four-wheeler,Lag,15.306353199212607,1.562228040351428,15.900107025956554,0.9717565685754308,4,0,0.15082065845210813,1
99,Female,Child,Two,Four-wheeler,Lag,34.13076413432042,4.21682848475658,10.84284037055962,1.4588782690435032,3,0,0.16431657508410638,0
100,Male,Middle,Two,Three-wheeler,Lag,23.270592220366808,2.5309347145755403,9.9122529244685,1.6267422170262498,5,0,0.3354388166266818,0
101,Male,Young,Single,Three-wheeler,Lag,15.665797408669214,6.596319252147168,4.453350954644026,0.9010794526542987,9,1,0.8222605093196662,1
102,Male,Elder,Single,Four-wheeler,Lag,12.612732884150194,1.1906326445309117,13.097800602558632,0.6706332656837659,6,1,0.525285056942582,1
103,Male,Elder,More,Heavy,Lag,15.305615712225396,2.6496657343747216,2.590379076727478,1.2969517491698013,6,1,0.07225142732162573,0
104,Male,Middle,Single,Three-wheeler,Lag,16.20965557520591,1.606132561508291,9.910851702098833,1.4486721153484845,7,0,0.3264436056676326,0
105,Male,Middle,Single,Three-wheeler,Lag,13.226307102144474,4.481325527676845,6.610573243642174,1.6561012519720237,6,1,0.8352329920790952,1
106,Male,Young,Single,Heavy,Lag,15.884685425886572,3.771702829892948,23.284552272793665,0.9747211360116942,8,0,0.6102532018444596,1
107,Male,Young,Single,Two-wheeler,Lag,13.388330092247394,4.784094476796646,8.80922582100554,1.765142744562472,2,0,0.25553388052321135,0
108,Male,Middle,More,Two-wheeler,Lag,18.275721148380978,5.687667545589421,10.915948945035199,1.8782317336660155,0,0,0.09255114256660783,0
109,Female,Young,Single,Four-wheeler,Lag,19.8248768663698,3.8702177750679905,9.015163124036874,1.592690994662033,10,0,0.21084029477680127,0
110,Male,Young,Single,Two-wheeler,Lag,19.3897962864982,2.657172607453897,4.621862175056526,0.49609506758110633,6,0,0.09174362777774521,0
111,Male,Young,Two,Two-wheeler,Lag,25.34529799890211,1.9966210992426983,8.628615439767525,0.6937248749421159,4,0,0.10206900638697013,0
112,Male,Child,Single,Four-wheeler,Lag,16.31904682315605,4.880331890836689,16.45394996342352,2.572797550311666,6,1,0.8656188384546195,1
113,Male,Young,Single,Four-wheeler,Lag,26.79816007695724,2.7075091245091167,13.206996578549147,1.5252907375002716,8,0,0.422827197893385,1
114,Male,Middle,More,Three-wheeler,Lag,27.45573479825219,5.046044306067566,10.049844014572532,1.3859038186065327,2,0,0.19743233364576077,1
115,Female,Middle,Two,Three-wheeler,Lag,29.7725650704944,4.950260649440601,17.520810291394817,1.8367957410937823,6,0,0.6222761705361819,1
116,Male,Middle,Single,Three-wheeler,Gap,14.93150936969472,3.926703733436152,1.1497115641231161,0.5882565336703228,2,0,0.11148766700432965,1
117,Male,Middle,Single,Four-wheeler,Gap,16.17451478413937,3.8508671491350013,17.688369479513153,1.5593134727800888,11,0,0.3359865909594687,0
118,Male,Young,Single,Four-wheeler,Lag,21.786580112633178,5.535531197500447,2.782428630314861,1.4202489984665845,7,0,0.2555335921840309,1
119,Male,Middle,Single,Four-wheeler,Lag,14.020731305825176,4.374458030111816,19.038678099723246,1.7141689855284183,10,0,0.5757414665767266,0
120,Male,Young,Two,Four-wheeler,Lag,12.421294730479069,4.110369408797718,22.643219943309624,1.590676026181866,9,0,0.49582926228393404,0
121,Male,Young,Two,Heavy,Lag,11.984668579491954,3.33570530650158,17.482407815702096,1.2216316321241714,10,1,0.755997335355973,1
122,Male,Elder,More,Four-wheeler,Lag,21.527344926449572,3.4824747329402332,1.6448469947801936,0.6606158334687544,4,1,0.08970886378287939,0
123,Female,Young,More,Two-wheeler,Lag,24.827338637512014,3.191087748379498,11.540198970003592,1.8593149514874125,2,0,0.04170079966861984,0
124,Male,Child,Single,Heavy,Lag,16.403641140930503,5.484718587491717,17.75033133265012,1.5685055688308909,12,0,0.3729849822374353,0
125,Female,Young,More,Heavy,Gap,28.41816313665447,3.9600218549779465,11.861768658477391,1.0755131521664523,12,0,0.025246843693111115,0
126,Male,Young,Two,Three-wheeler,Lag,24.573858123447835,4.471850461167659,8.753046977768953,2.2411183844216724,11,0,0.392647680829212,0
127,Male,Young,Single,Two-wheeler,Lag,12.127611680308076,1.5573630336357274,10.605084148947576,1.0218970630559796,17,0,0.08901761669656147,0
128,Female,Young,More,Four-wheeler,Lag,18.706123460631876,4.804962418670181,3.3227051213466527,1.0919380021145626,7,0,0.020651807426861905,0
129,Female,Elder,Single,Three-wheeler,Lag,11.758498469860568,3.2801619161577653,11.034590854965781,2.151696191650433,6,0,0.20420055245067964,0
130,Male,Young,Two,Four-wheeler,Lag,27.701343507061146,4.302611813326198,1.8951576484745392,1.4371942490303256,10,0,0.13550216799425252,0
131,Female,Young,Two,Three-wheeler,Lag,23.671589297314377,1.586061509383026,13.630559964406475,1.7810088192904212,2,1,0.778769106813891,0
132,Male,Young,Single,Two-wheeler,Gap,22.742058473008825,5.048388007712978,9.266088441822946,1.8015903977157013,10,0,0.16980099619443131,1
133,Male,Middle,More,Three-wheeler,Gap,22.681470701092458,4.03137094608907,5.730593509165998,1.2800016216067958,10,0,0.035335649710797855,0
134,Male,Young,Single,Heavy,Lag,16.84554804235917,3.402047341848806,1.5762020513348531,0.9674072266231842,7,1,0.5189418831803074,1
135,Male,Young,More,Two-wheeler,Gap,28.418389313843882,2.914424616038322,21.162430837269568,1.7126228898104374,5,0,0.08721321196186888,0
136,Female,Young,Single,Four-wheeler,Lag,27.982108740721234,2.9396078628194493,12.056624392861618,1.240766450156183,8,0,0.28677813142141956,0
137,Male,Middle,Single,Three-wheeler,Lag,23.614245764134875,2.9138824013826827,13.683788383684663,1.3120607674577802,12,0,0.5145587511373445,0
138,Male,Middle,Single,Three-wheeler,Lag,19.582156350808226,2.215395297493202,16.46259734190789,1.2856241908405481,2,0,0.5978411424527138,0
139,Male,Middle,More,Three-wheeler,Gap,10.784371001106992,3.4212207782893644,13.305732043809202,0.5026012389138383,4,0,0.04533632788821741,1
140,Female,Middle,Single,Three-wheeler,Gap,9.58183060615475,3.38983482004591,9.644591028517663,0.6037335197431148,8,0,0.10967244810545052,0
141,Male,Young,More,Four-wheeler,Lag,13.952257456994197,3.2625812676132466,13.324055683245886,1.3733350356553946,10,0,0.05916107948006234,0
142,Male,Child,Single,Four-wheeler,Lag,21.37662795134041,4.179129479989,6.881560566019626,1.6172031066259165,8,0,0.16010880296189578,0
143,Male,Young,Single,Two-wheeler,Gap,24.695283054819257,3.286861391352737,12.143824004794464,1.1902170606954208,7,0,0.16106657806228739,1
144,Male,Child,Single,Three-wheeler,Lag,29.122828807564993,1.9733086388737626,6.006639246471357,0.8645846380868574,1,0,0.19306192736446884,0
145,Male,Young,Single,Four-wheeler,Gap,14.812029238245866,4.803030110866544,20.932211252601952,1.1332494606129695,5,0,0.4611001166557929,0
146,Male,Young,More,Four-wheeler,Gap,16.68569724338351,3.3031062547351246,11.258046466363302,1.5758379931849704,12,0,0.026125679399031446,0
147,Male,Young,Single,Three-wheeler,Lag,11.139932628300187,4.016257617696397,6.539062261897421,0.7339775383418667,5,0,0.2706916984091494,1
148,Male,Middle,Two,Four-wheeler,Lag,32.670751584785066,5.323045997387277,13.546846018393566,1.3072618273793555,5,1,0.8998990640391186,1
149,Male,Young,Two,Two-wheeler,Lag,24.361892848047663,4.419350390993049,3.5573765213994175,1.481641974156608,4,0,0.11600854647070617,0
150,Female,Middle,Two,Two-wheeler,Lag,19.74787717751844,3.648957301959026,9.99325263650327,1.143691484846356,5,0,0.10213878999993761,1
151,Male,Middle,Two,Four-wheeler,Lag,21.086176209018724,3.6679780299986002,18.892580559078446,1.3552791667549378,5,0,0.4789882279894247,1
152,Male,Young,More,Four-wheeler,Gap,20.89525317636074,4.789790330405275,16.189619241285506,1.791169564132284,9,0,0.08201511079389333,0
153,Female,Young,Two,Four-wheeler,Lag,16.325395679013223,4.6618122182481,14.787564733817863,0.8960790518334194,6,0,0.225653412030074,0
154,Male,Middle,Two,Two-wheeler,Gap,15.023618202150109,2.4410655326169532,10.603544687923879,0.7796138942600226,7,0,0.04948084832830023,0
155,Female,Middle,Two,Three-wheeler,Lag,17.037430402553305,3.9224987722076055,10.207580938816347,0.6386268860312134,5,0,0.206005839870656,0
156,Male,Young,Two,Four-wheeler,Lag,16.199276697812845,4.8772640393326485,1.3839210835926377,1.5144150132458576,11,1,0.4733904299125861,0
157,Male,Young,Single,Three-wheeler,Lag,20.829258642704488,4.569455092723551,12.824861406044846,1.8345463546477596,3,0,0.6444386441372675,1
158,Male,Middle,Two,Three-wheeler,Gap,17.21695458572611,2.1822231259349376,12.417018715813398,1.4659817811156828,2,0,0.20323069686847267,0
159,Male,Middle,Single,Four-wheeler,Lag,23.43418992743134,3.335558728173048,1.187248577963544,2.1664227971528924,5,0,0.212742047987732,0
160,Male,Young,More,Three-wheeler,Lag,20.977313962136012,3.5863255005549286,4.618283538844772,1.489569154696373,15,0,0.04523917575807999,0
161,Female,Young,More,Three-wheeler,Lag,20.472164155542547,2.7541635747092297,1.42001151573983,0.9943129329905983,8,0,0.017854731100681486,1
162,Male,Elder,More,Three-wheeler,Lag,29.27362303649992,4.097459489026975,6.893585364129217,0.9528923702126038,7,0,0.051292637500499165,0
163,Male,Child,More,Heavy,Lag,17.44016270937463,3.458907543441999,1.1398571798832418,1.4353618044074523,5,0,0.00970315647431435,0
164,Female,Middle,Two,Three-wheeler,Lag,21.956265588818766,2.8938416425826308,9.715731727528235,1.4470415243783863,4,0,0.23595568562830327,0
165,Male,Young,More,Two-wheeler,Lag,5.074009489568173,3.0250875392138767,10.700390070030757,1.2656083996713312,14,0,0.016473093980452096,0
166,Male,Young,Single,Two-wheeler,Lag,23.57010717464927,4.827551659908931,10.044289057787614,1.2691070938757023,5,0,0.312664954017377,0
167,Male,Young,Two,Two-wheeler,Lag,20.054407318110663,4.8799869917694005,5.887206665914471,1.1446080255660032,8,0,0.11344482871832802,0
168,Male,Child,Single,Two-wheeler,Lag,15.484165303521927,4.609900262286499,11.495152016582134,1.0679572114990492,10,0,0.12303041332009935,1
169,Male,Elder,Single,Four-wheeler,Lag,5.67137038082242,5.190557532171628,17.34492224257162,1.3947482758341656,8,0,0.31608243528484276,1
170,Male,Young,More,Two-wheeler,Lag,23.069242805893744,5.5529933053061455,7.572024470360015,1.5447838130571614,3,1,0.33842645384757347,1
171,Male,Elder,More,Three-wheeler,Lag,22.370928301939742,3.5062099393042954,7.944182006824086,1.6493021866887174,4,0,0.05330004107384896,1
172,Male,Young,Two,Two-wheeler,Lag,22.412508459669585,2.0219365894081074,11.824152750788192,1.0179449024782516,0,1,0.6059864453210817,1
173,Male,Elder,Single,Three-wheeler,Lag,19.137326711774524,4.555293663387578,6.537471036337223,1.7336018141435101,15,0,0.2201944010482757,0
174,Male,Elder,Two,Two-wheeler,Lag,22.01643369666884,3.9448345417850774,8.377111915131087,1.0117653506302997,10,0,0.06545485744132809,0
175,Female,Middle,Single,Four-wheeler,Lag,21.025733750948575,3.16473721567891,10.300255161876997,1.0143599768190692,5,0,0.2288824100556815,0
176,Female,Young,More,Four-wheeler,Lag,16.052372172379716,5.904486588637876,9.196572468331873,1.636541692990687,12,0,0.04507102079350249,0
177,Male,Middle,More,Four-wheeler,Lag,20.282277534986356,3.031021414454988,17.456830244211073,2.112408988512108,2,0,0.17416632027981696,0
178,Male,Middle,Single,Three-wheeler,Lag,20.223606292803122,5.143890721813863,18.34711010308017,1.9327796981062526,1,0,0.8167438135771831,0
179,Male,Elder,Single,Four-wheeler,Gap,25.22345489166432,3.815003383419696,9.473894738251607,0.7383918151574389,2,0,0.12348601434650519,0
180,Male,Young,Single,Four-wheeler,Gap,19.080953543192173,1.5515735661906775,10.222708665661187,0.9942905240502222,11,0,0.10308504976700306,0
181,Male,Young,Single,Two-wheeler,Lag,19.117871168275254,4.847438543880209,23.33306354724489,1.5630776083105624,2,1,0.9462688913263164,1
182,Male,Young,Single,Three-wheeler,Lag,31.95956083203373,4.3987148288936515,11.148667924007121,1.6369527201950018,1,0,0.6869881854206406,1
183,Male,Middle,Single,Four-wheeler,Lag,27.01778272726492,3.97423807981708,28.81892700439698,1.2434554828060307,3,1,0.9824060005930283,1
184,Male,Elder,Single,Three-wheeler,Gap,16.113011090575156,3.8844177268801054,16.07215651500319,0.5230398465294255,5,1,0.7178505994308736,0
185,Male,Child,Single,Three-wheeler,Lag,27.529595982760963,2.6071433719047747,7.093109710383467,1.2407212548251911,6,0,0.2172396491663799,0
186,Male,Middle,Single,Four-wheeler,Lag,13.94806454114843,2.589970762732601,6.450869422989765,0.5660609070878473,3,0,0.16419936493460457,0
187,Male,Elder,Two,Two-wheeler,Lag,25.904449229962456,1.4695839003694369,5.082250736715256,0.9855155001852329,10,0,0.031209376918104704,1
188,Female,Young,Single,Heavy,Gap,14.980581899523823,2.329748800816949,17.134375830719428,1.4229828572562848,14,0,0.13425352772816124,0
189,Male,Young,More,Two-wheeler,Gap,18.9685799524917,3.0238370474830116,7.8451675494463995,0.778818950330384,4,1,0.08958708198995124,0
190,Male,Middle,Single,Two-wheeler,Gap,31.895626280119465,3.654839919810132,14.23592376541561,1.4955059213859447,13,1,0.7340970963046278,1
191,Male,Middle,Single,Two-wheeler,Lag,12.80080688179065,2.214268216893874,11.77802721219399,1.3793604202827365,10,0,0.16588653358416694,0
192,Male,Young,Single,Three-wheeler,Lag,25.583115865537938,3.706460056398688,17.6714285558796,1.1593796715897065,12,0,0.6546718677687107,1
193,Female,Middle,Two,Heavy,Gap,19.944769694405807,2.774085169890841,15.799425677741556,1.0937786216527234,1,0,0.13341845747025113,0
